week,pais,valor
2018-08-27,Francia,1547
2018-08-27,Alemania,1490
2018-08-27,Grecia,1643
2018-08-27,Hungría,1233
2018-08-27,Irlanda,1459
2018-08-27,Italia,1629
2018-08-27,Letonia,1295
2018-08-27,Lituania,1262
2018-08-27,Luxemburgo,1278
2018-08-27,Países Bajos,1688
2018-08-27,Polonia,1194
2018-08-27,Portugal,1595
2018-08-27,Rumanía,1236
2018-08-27,Eslovaquia,1415
2018-08-27,Eslovenia,1352
2018-08-27,España,1329
2018-08-27,Suecia,1537
2018-08-27,Reino Unido,1430
2018-09-03,Austria,1310
2018-09-03,Bélgica,1455
2018-09-03,Bulgaria,1141
2018-09-03,Croacia,1404
2018-09-03,Chipre,1318
2018-09-03,República Checa,1290
2018-09-03,Dinamarca,1668
2018-09-03,Estonia,1343
2018-09-03,Finlandia,1550
2018-09-03,Francia,1544
2018-09-03,Alemania,1499
2018-09-03,Grecia,1643
2018-09-03,Hungría,1237
2018-09-03,Irlanda,1459
2018-09-03,Italia,1634
2018-09-03,Letonia,1297
2018-09-03,Lituania,1272
2018-09-03,Luxemburgo,1278
2018-09-03,Países Bajos,1687
2018-09-03,Polonia,1189
2018-09-03,Portugal,1606
2018-09-03,Rumanía,1245
2018-09-03,Eslovaquia,1434
2018-09-03,Eslovenia,1352
2018-09-03,España,1336
2018-09-03,Suecia,1551
2018-09-03,Reino Unido,1439
2018-09-10,Austria,1316
2018-09-10,Bélgica,1526
2018-09-10,Bulgaria,1143
2018-09-10,Croacia,1412
2018-09-10,Chipre,1323
2018-09-10,República Checa,1297
2018-09-10,Dinamarca,1653
2018-09-10,Estonia,1320
2018-09-10,Finlandia,1583
2018-09-10,Francia,1562
2018-09-10,Alemania,1511
2018-09-10,Grecia,1647
2018-09-10,Hungría,1248
2018-09-10,Irlanda,1459
2018-09-10,Italia,1643
2018-09-10,Letonia,1301
2018-09-10,Lituania,1275
2018-09-10,Luxemburgo,1278
2018-09-10,Países Bajos,1681
2018-09-10,Polonia,1182
2018-09-10,Portugal,1604
2018-09-10,Rumanía,1256
2018-09-10,Eslovaquia,1443
2018-09-10,Eslovenia,1352
2018-09-10,España,1341
2018-09-10,Suecia,1553
2018-09-10,Reino Unido,1458
2018-09-17,Austria,1324
2018-09-17,Bélgica,1450
2018-09-17,Bulgaria,1147
2018-09-17,Croacia,1406
2018-09-17,Chipre,1326
2018-09-17,República Checa,1307
2018-09-17,Dinamarca,1653
2018-09-17,Estonia,1372
2018-09-17,Finlandia,1590
2018-09-17,Francia,1558
2018-09-17,Alemania,1519
2018-09-17,Grecia,1646
2018-09-17,Hungría,1238
2018-09-17,Irlanda,1469
2018-09-17,Italia,1643
2018-09-17,Letonia,1304
2018-09-17,Lituania,1263
2018-09-17,Luxemburgo,1278
2018-09-17,Países Bajos,1681
2018-09-17,Polonia,1192
2018-09-17,Portugal,1596
2018-09-17,Rumanía,1252
2018-09-17,Eslovaquia,1421
2018-09-17,Eslovenia,1354
2018-09-17,España,1338
2018-09-17,Suecia,1534
2018-09-17,Reino Unido,1469
2018-09-24,Austria,1327
2018-09-24,Bélgica,1449
2018-09-24,Bulgaria,1151
2018-09-24,Croacia,1398
2018-09-24,Chipre,1323
2018-09-24,República Checa,1299
2018-09-24,Dinamarca,1653
2018-09-24,Estonia,1372
2018-09-24,Finlandia,1557
2018-09-24,Francia,1552
2018-09-24,Alemania,1512
2018-09-24,Grecia,1641
2018-09-24,Hungría,1236
2018-09-24,Irlanda,1459
2018-09-24,Italia,1642
2018-09-24,Letonia,1304
2018-09-24,Lituania,1260
2018-09-24,Luxemburgo,1278
2018-09-24,Países Bajos,1677
2018-09-24,Polonia,1188
2018-09-24,Portugal,1587
2018-09-24,Rumanía,1246
2018-09-24,Eslovaquia,1409
2018-09-24,Eslovenia,1359
2018-09-24,España,1332
2018-09-24,Suecia,1534
2018-09-24,Reino Unido,1460
2018-10-01,Austria,1328
2018-10-01,Bélgica,1420
2018-10-01,Bulgaria,1151
2018-10-01,Croacia,1393
2018-10-01,Chipre,1317
2018-10-01,República Checa,1292
2018-10-01,Dinamarca,1654
2018-10-01,Estonia,1378
2018-10-01,Finlandia,1567
2018-10-01,Francia,1552
2018-10-01,Alemania,1510
2018-10-01,Grecia,1640
2018-10-01,Hungría,1228
2018-10-01,Irlanda,1459
2018-10-01,Italia,1644
2018-10-01,Letonia,1304
2018-10-01,Lituania,1268
2018-10-01,Luxemburgo,1278
2018-10-01,Países Bajos,1686
2018-10-01,Polonia,1194
2018-10-01,Portugal,1587
2018-10-01,Rumanía,1245
2018-10-01,Eslovaquia,1408
2018-10-01,Eslovenia,1354
2018-10-01,España,1335
2018-10-01,Suecia,1531
2018-10-01,Reino Unido,1459
2018-10-08,Austria,1334
2018-10-08,Bélgica,1477
2018-10-08,Bulgaria,1155
2018-10-08,Croacia,1412
2018-10-08,Chipre,1321
2018-10-08,República Checa,1298
2018-10-08,Dinamarca,1682
2018-10-08,Estonia,1380
2018-10-08,Finlandia,1603
2018-10-08,Francia,1573
2018-10-08,Alemania,1528
2018-10-08,Grecia,1660
2018-10-08,Hungría,1252
2018-10-08,Irlanda,1499
2018-10-08,Italia,1658
2018-10-08,Letonia,1312
2018-10-08,Lituania,1280
2018-10-08,Luxemburgo,1292
2018-10-08,Países Bajos,1691
2018-10-08,Polonia,1181
2018-10-08,Portugal,1605
2018-10-08,Rumanía,1244
2018-10-08,Eslovaquia,1408
2018-10-08,Eslovenia,1346
2018-10-08,España,1351
2018-10-08,Suecia,1548
2018-10-08,Reino Unido,1479
2018-10-15,Austria,1336
2018-10-15,Bélgica,1418
2018-10-15,Bulgaria,1170
2018-10-15,Croacia,1440
2018-10-15,Chipre,1341
2018-10-15,República Checa,1299
2018-10-15,Dinamarca,1628
2018-10-15,Estonia,1397
2018-10-15,Finlandia,1562
2018-10-15,Francia,1574
2018-10-15,Alemania,1513
2018-10-15,Grecia,1667
2018-10-15,Hungría,1257
2018-10-15,Irlanda,1499
2018-10-15,Italia,1665
2018-10-15,Letonia,1323
2018-10-15,Lituania,1282
2018-10-15,Luxemburgo,1278
2018-10-15,Países Bajos,1667
2018-10-15,Polonia,1191
2018-10-15,Portugal,1598
2018-10-15,Rumanía,1239
2018-10-15,Eslovaquia,1424
2018-10-15,Eslovenia,1357
2018-10-15,España,1357
2018-10-15,Suecia,1529
2018-10-15,Reino Unido,1486
2018-10-22,Austria,1331
2018-10-22,Bélgica,1428
2018-10-22,Bulgaria,1184
2018-10-22,Croacia,1414
2018-10-22,Chipre,1335
2018-10-22,República Checa,1294
2018-10-22,Dinamarca,1615
2018-10-22,Estonia,1376
2018-10-22,Finlandia,1567
2018-10-22,Francia,1555
2018-10-22,Alemania,1521
2018-10-22,Grecia,1658
2018-10-22,Hungría,1222
2018-10-22,Irlanda,1499
2018-10-22,Italia,1661
2018-10-22,Letonia,1323
2018-10-22,Lituania,1275
2018-10-22,Luxemburgo,1238
2018-10-22,Países Bajos,1642
2018-10-22,Polonia,1190
2018-10-22,Portugal,1574
2018-10-22,Rumanía,1228
2018-10-22,Eslovaquia,1394
2018-10-22,Eslovenia,1377
2018-10-22,España,1344
2018-10-22,Suecia,1517
2018-10-22,Reino Unido,1481
2018-10-29,Austria,1325
2018-10-29,Bélgica,1428
2018-10-29,Bulgaria,1197
2018-10-29,Croacia,1384
2018-10-29,Chipre,1324
2018-10-29,República Checa,1293
2018-10-29,Dinamarca,1602
2018-10-29,Estonia,1394
2018-10-29,Finlandia,1591
2018-10-29,Francia,1537
2018-10-29,Alemania,1547
2018-10-29,Grecia,1642
2018-10-29,Hungría,1211
2018-10-29,Irlanda,1479
2018-10-29,Italia,1656
2018-10-29,Letonia,1324
2018-10-29,Lituania,1267
2018-10-29,Luxemburgo,1238
2018-10-29,Países Bajos,1642
2018-10-29,Polonia,1177
2018-10-29,Portugal,1562
2018-10-29,Rumanía,1221
2018-10-29,Eslovaquia,1391
2018-10-29,Eslovenia,1364
2018-10-29,España,1340
2018-10-29,Suecia,1497
2018-10-29,Reino Unido,1471
2018-11-05,Austria,1329
2018-11-05,Bélgica,1454
2018-11-05,Bulgaria,1187
2018-11-05,Croacia,1373
2018-11-05,Chipre,1313
2018-11-05,República Checa,1289
2018-11-05,Dinamarca,1613
2018-11-05,Estonia,1381
2018-11-05,Finlandia,1551
2018-11-05,Francia,1535
2018-11-05,Alemania,1555
2018-11-05,Grecia,1631
2018-11-05,Hungría,1215
2018-11-05,Irlanda,1499
2018-11-05,Italia,1649
2018-11-05,Letonia,1322
2018-11-05,Lituania,1242
2018-11-05,Luxemburgo,1219
2018-11-05,Países Bajos,1625
2018-11-05,Polonia,1180
2018-11-05,Portugal,1553
2018-11-05,Rumanía,1205
2018-11-05,Eslovaquia,1391
2018-11-05,Eslovenia,1350
2018-11-05,España,1335
2018-11-05,Suecia,1492
2018-11-05,Reino Unido,1486
2018-11-12,Austria,1317
2018-11-12,Bélgica,1410
2018-11-12,Bulgaria,1155
2018-11-12,Croacia,1358
2018-11-12,Chipre,1301
2018-11-12,República Checa,1278
2018-11-12,Dinamarca,1572
2018-11-12,Estonia,1350
2018-11-12,Finlandia,1560
2018-11-12,Francia,1477
2018-11-12,Alemania,1556
2018-11-12,Grecia,1605
2018-11-12,Hungría,1183
2018-11-12,Irlanda,1499
2018-11-12,Italia,1637
2018-11-12,Letonia,1320
2018-11-12,Lituania,1243
2018-11-12,Luxemburgo,1219
2018-11-12,Países Bajos,1592
2018-11-12,Polonia,1180
2018-11-12,Portugal,1532
2018-11-12,Rumanía,1180
2018-11-12,Eslovaquia,1355
2018-11-12,Eslovenia,1338
2018-11-12,España,1316
2018-11-12,Suecia,1462
2018-11-12,Reino Unido,1472
2018-11-19,Austria,1313
2018-11-19,Bélgica,1362
2018-11-19,Bulgaria,1097
2018-11-19,Croacia,1321
2018-11-19,Chipre,1273
2018-11-19,Dinamarca,1558
2018-11-19,Estonia,1327
2018-11-19,Finlandia,1537
2018-11-19,Francia,1459
2018-11-19,Alemania,1540
2018-11-19,Grecia,1583
2018-11-19,Hungría,1162
2018-11-19,Irlanda,1499
2018-11-19,Italia,1619
2018-11-19,Letonia,1269
2018-11-19,Lituania,1212
2018-11-19,Luxemburgo,1202
2018-11-19,Países Bajos,1575
2018-11-19,Polonia,1164
2018-11-19,Portugal,1511
2018-11-19,Rumanía,1160
2018-11-19,Eslovaquia,1334
2018-11-19,Eslovenia,1321
2018-11-19,España,1296
2018-11-19,Suecia,1449
2018-11-19,Reino Unido,1433
2018-11-26,Austria,1310
2018-11-26,Bélgica,1330
2018-11-26,Bulgaria,1058
2018-11-26,Croacia,1302
2018-11-26,Chipre,1269
2018-11-26,Dinamarca,1505
2018-11-26,Estonia,1295
2018-11-26,Finlandia,1518
2018-11-26,Francia,1453
2018-11-26,Alemania,1509
2018-11-26,Grecia,1554
2018-11-26,Hungría,1131
2018-11-26,Irlanda,1499
2018-11-26,Italia,1596
2018-11-26,Letonia,1269
2018-11-26,Lituania,1195
2018-11-26,Luxemburgo,1154
2018-11-26,Países Bajos,1559
2018-11-26,Polonia,1165
2018-11-26,Portugal,1481
2018-11-26,Rumanía,1133
2018-11-26,Eslovaquia,1308
2018-11-26,Eslovenia,1301
2018-11-26,España,1272
2018-11-26,Suecia,1430
2018-11-26,Reino Unido,1422
2018-12-03,Austria,1282
2018-12-03,Bélgica,1331
2018-12-03,Bulgaria,1033
2018-12-03,Croacia,1278
2018-12-03,Chipre,1244
2018-12-03,Dinamarca,1477
2018-12-03,Estonia,1260
2018-12-03,Finlandia,1484
2018-12-03,Francia,1430
2018-12-03,Alemania,1485
2018-12-03,Grecia,1530
2018-12-03,Hungría,1097
2018-12-03,Irlanda,1479
2018-12-03,Italia,1565
2018-12-03,Letonia,1244
2018-12-03,Lituania,1147
2018-12-03,Luxemburgo,1137
2018-12-03,Países Bajos,1538
2018-12-03,Polonia,1147
2018-12-03,Portugal,1448
2018-12-03,Rumanía,1108
2018-12-03,Eslovaquia,1267
2018-12-03,Eslovenia,1272
2018-12-03,España,1242
2018-12-03,Suecia,1398
2018-12-03,Reino Unido,1394
2018-12-10,Austria,1242
2018-12-10,Bélgica,1304
2018-12-10,Bulgaria,1006
2018-12-10,Croacia,1265
2018-12-10,Chipre,1208
2018-12-10,Dinamarca,1503
2018-12-10,Estonia,1260
2018-12-10,Finlandia,1472
2018-12-10,Francia,1435
2018-12-10,Alemania,1460
2018-12-10,Grecia,1518
2018-12-10,Hungría,1090
2018-12-10,Irlanda,1429
2018-12-10,Italia,1534
2018-12-10,Letonia,1225
2018-12-10,Lituania,1136
2018-12-10,Luxemburgo,1137
2018-12-10,Países Bajos,1522
2018-12-10,Polonia,1132
2018-12-10,Portugal,1435
2018-12-10,Rumanía,1097
2018-12-10,Eslovaquia,1260
2018-12-10,Eslovenia,1251
2018-12-10,España,1224
2018-12-10,Suecia,1389
2018-12-10,Reino Unido,1356
2018-12-17,Austria,1212
2018-12-17,Bélgica,1326
2018-12-17,Bulgaria,1001
2018-12-17,Croacia,1258
2018-12-17,Chipre,1207
2018-12-17,Dinamarca,1503
2018-12-17,Estonia,1260
2018-12-17,Finlandia,1484
2018-12-17,Francia,1432
2018-12-17,Alemania,1425
2018-12-17,Grecia,1510
2018-12-17,Hungría,1089
2018-12-17,Irlanda,1399
2018-12-17,Italia,1520
2018-12-17,Letonia,1211
2018-12-17,Lituania,1119
2018-12-17,Luxemburgo,1137
2018-12-17,Países Bajos,1516
2018-12-17,Polonia,1128
2018-12-17,Portugal,1435
2018-12-17,Rumanía,1090
2018-12-17,Eslovaquia,1257
2018-12-17,Eslovenia,1228
2018-12-17,España,1212
2018-12-17,Suecia,1410
2019-01-07,Austria,1172
2019-01-07,Bélgica,1293
2019-01-07,Bulgaria,979
2019-01-07,Croacia,1217
2019-01-07,Chipre,1090
2019-01-07,Dinamarca,1493
2019-01-07,Estonia,1240
2019-01-07,Finlandia,1419
2019-01-07,Francia,1407
2019-01-07,Alemania,1352
2019-01-07,Grecia,1475
2019-01-07,Hungría,1067
2019-01-07,Irlanda,1349
2019-01-07,Italia,1486
2019-01-07,Letonia,1191
2019-01-07,Lituania,1092
2019-01-07,Luxemburgo,1112
2019-01-07,Países Bajos,1519
2019-01-07,Polonia,1115
2019-01-07,Portugal,1403
2019-01-07,Rumanía,1066
2019-01-07,Eslovaquia,1233
2019-01-07,Eslovenia,1212
2019-01-07,España,1180
2019-01-07,Suecia,1416
2019-01-07,Reino Unido,1341
2019-01-14,Austria,1169
2019-01-14,Bélgica,1272
2019-01-14,Bulgaria,976
2019-01-14,Croacia,1230
2019-01-14,Chipre,1081
2019-01-14,Dinamarca,1507
2019-01-14,Estonia,1210
2019-01-14,Finlandia,1440
2019-01-14,Francia,1421
2019-01-14,Alemania,1353
2019-01-14,Grecia,1481
2019-01-14,Hungría,1066
2019-01-14,Irlanda,1339
2019-01-14,Italia,1483
2019-01-14,Letonia,1174
2019-01-14,Lituania,1104
2019-01-14,Luxemburgo,1112
2019-01-14,Países Bajos,1556
2019-01-14,Polonia,1109
2019-01-14,Portugal,1418
2019-01-14,Rumanía,1093
2019-01-14,Eslovaquia,1228
2019-01-14,Eslovenia,1188
2019-01-14,España,1197
2019-01-14,Suecia,1417
2019-01-14,Reino Unido,1339
2019-01-21,Austria,1168
2019-01-21,Bélgica,1303
2019-01-21,Bulgaria,975
2019-01-21,Croacia,1250
2019-01-21,Chipre,1082
2019-01-21,Dinamarca,1507
2019-01-21,Estonia,1255
2019-01-21,Finlandia,1439
2019-01-21,Francia,1432
2019-01-21,Alemania,1338
2019-01-21,Grecia,1488
2019-01-21,Hungría,1091
2019-01-21,Irlanda,1319
2019-01-21,Italia,1492
2019-01-21,Letonia,1172
2019-01-21,Lituania,1103
2019-01-21,Luxemburgo,1134
2019-01-21,Países Bajos,1562
2019-01-21,Polonia,1109
2019-01-21,Portugal,1411
2019-01-21,Rumanía,1066
2019-01-21,Eslovaquia,1250
2019-01-21,Eslovenia,1190
2019-01-21,España,1213
2019-01-21,Suecia,1434
2019-01-21,Reino Unido,1349
2019-01-28,Austria,1169
2019-01-28,Bélgica,1284
2019-01-28,Bulgaria,994
2019-01-28,Croacia,1254
2019-01-28,Chipre,1093
2019-01-28,Dinamarca,1507
2019-01-28,Estonia,1258
2019-01-28,Finlandia,1438
2019-01-28,Francia,1435
2019-01-28,Alemania,1330
2019-01-28,Grecia,1491
2019-01-28,Hungría,1092
2019-01-28,Irlanda,1319
2019-01-28,Italia,1495
2019-01-28,Letonia,1173
2019-01-28,Lituania,1098
2019-01-28,Luxemburgo,1134
2019-01-28,Países Bajos,1566
2019-01-28,Polonia,1118
2019-01-28,Portugal,1413
2019-01-28,Rumanía,1055
2019-01-28,Eslovaquia,1249
2019-01-28,Eslovenia,1197
2019-01-28,España,1222
2019-01-28,Suecia,1414
2019-01-28,Reino Unido,1373
2019-02-04,Austria,1160
2019-02-04,Bélgica,1310
2019-02-04,Bulgaria,983
2019-02-04,Croacia,1260
2019-02-04,Chipre,1106
2019-02-04,Dinamarca,1504
2019-02-04,Estonia,1280
2019-02-04,Finlandia,1412
2019-02-04,Francia,1435
2019-02-04,Alemania,1332
2019-02-04,Grecia,1490
2019-02-04,Hungría,1081
2019-02-04,Irlanda,1329
2019-02-04,Italia,1499
2019-02-04,Letonia,1171
2019-02-04,Lituania,1103
2019-02-04,Luxemburgo,1117
2019-02-04,Países Bajos,1555
2019-02-04,Polonia,1119
2019-02-04,Portugal,1412
2019-02-04,Rumanía,1089
2019-02-04,Eslovaquia,1236
2019-02-04,Eslovenia,1202
2019-02-04,España,1226
2019-02-04,Suecia,1414
2019-02-04,Reino Unido,1359
2019-02-11,Austria,1167
2019-02-11,Bélgica,1304
2019-02-11,Bulgaria,993
2019-02-11,Croacia,1259
2019-02-11,Chipre,1107
2019-02-11,Dinamarca,1505
2019-02-11,Estonia,1249
2019-02-11,Finlandia,1433
2019-02-11,Francia,1434
2019-02-11,Alemania,1328
2019-02-11,Grecia,1492
2019-02-11,Hungría,1084
2019-02-11,Irlanda,1349
2019-02-11,Italia,1508
2019-02-11,Letonia,1171
2019-02-11,Lituania,1093
2019-02-11,Luxemburgo,1138
2019-02-11,Países Bajos,1562
2019-02-11,Polonia,1110
2019-02-11,Portugal,1415
2019-02-11,Rumanía,1101
2019-02-11,Eslovaquia,1237
2019-02-11,Eslovenia,1213
2019-02-11,España,1231
2019-02-11,Suecia,1405
2019-02-11,Reino Unido,1358
2019-02-18,Austria,1178
2019-02-18,Bélgica,1313
2019-02-18,Bulgaria,1002
2019-02-18,Croacia,1266
2019-02-18,Chipre,1109
2019-02-18,Dinamarca,1545
2019-02-18,Estonia,1263
2019-02-18,Finlandia,1447
2019-02-18,Francia,1441
2019-02-18,Alemania,1348
2019-02-18,Grecia,1506
2019-02-18,Hungría,1101
2019-02-18,Irlanda,1328
2019-02-18,Italia,1518
2019-02-18,Letonia,1179
2019-02-18,Lituania,1103
2019-02-18,Luxemburgo,1138
2019-02-18,Países Bajos,1589
2019-02-18,Polonia,1095
2019-02-18,Portugal,1426
2019-02-18,Rumanía,1109
2019-02-18,Eslovaquia,1249
2019-02-18,Eslovenia,1210
2019-02-18,España,1236
2019-02-18,Suecia,1443
2019-02-18,Reino Unido,1359
2019-02-25,Austria,1197
2019-02-25,Bélgica,1329
2019-02-25,Bulgaria,1012
2019-02-25,Croacia,1284
2019-02-25,Chipre,1126
2019-02-25,Dinamarca,1552
2019-02-25,Estonia,1298
2019-02-25,Finlandia,1427
2019-02-25,Francia,1459
2019-02-25,Alemania,1336
2019-02-25,Grecia,1531
2019-02-25,Hungría,1136
2019-02-25,Irlanda,1349
2019-02-25,Italia,1535
2019-02-25,Letonia,1190
2019-02-25,Lituania,1122
2019-02-25,Luxemburgo,1165
2019-02-25,Países Bajos,1609
2019-02-25,Polonia,1086
2019-02-25,Portugal,1452
2019-02-25,Rumanía,1119
2019-02-25,Eslovaquia,1269
2019-02-25,Eslovenia,1209
2019-02-25,España,1253
2019-02-25,Suecia,1438
2019-02-25,Reino Unido,1373
2019-03-04,Austria,1189
2019-03-04,Bélgica,1327
2019-03-04,Bulgaria,1031
2019-03-04,Croacia,1312
2019-03-04,Chipre,1142
2019-03-04,Dinamarca,1552
2019-03-04,Estonia,1303
2019-03-04,Finlandia,1473
2019-03-04,Francia,1470
2019-03-04,Alemania,1352
2019-03-04,Grecia,1539
2019-03-04,Hungría,1150
2019-03-04,Irlanda,1349
2019-03-04,Italia,1542
2019-03-04,Letonia,1199
2019-03-04,Lituania,1127
2019-03-04,Luxemburgo,1165
2019-03-04,Países Bajos,1598
2019-03-04,Polonia,1094
2019-03-04,Portugal,1455
2019-03-04,Rumanía,1137
2019-03-04,Eslovaquia,1292
2019-03-04,Eslovenia,1226
2019-03-04,España,1258
2019-03-04,Suecia,1432
2019-03-04,Reino Unido,1396
2019-03-11,Austria,1202
2019-03-11,Bélgica,1346
2019-03-11,Bulgaria,1036
2019-03-11,Croacia,1312
2019-03-11,Chipre,1149
2019-03-11,Dinamarca,1566
2019-03-11,Estonia,1309
2019-03-11,Finlandia,1474
2019-03-11,Francia,1475
2019-03-11,Alemania,1359
2019-03-11,Grecia,1548
2019-03-11,Hungría,1150
2019-03-11,Irlanda,1359
2019-03-11,Italia,1549
2019-03-11,Letonia,1206
2019-03-11,Lituania,1136
2019-03-11,Luxemburgo,1165
2019-03-11,Países Bajos,1609
2019-03-11,Polonia,1112
2019-03-11,Portugal,1458
2019-03-11,Rumanía,1136
2019-03-11,Eslovaquia,1294
2019-03-11,Eslovenia,1249
2019-03-11,España,1261
2019-03-11,Suecia,1444
2019-03-11,Reino Unido,1393
2019-03-18,Austria,1207
2019-03-18,Bélgica,1371
2019-03-18,Bulgaria,1041
2019-03-18,Croacia,1330
2019-03-18,Chipre,1159
2019-03-18,Dinamarca,1579
2019-03-18,Estonia,1284
2019-03-18,Finlandia,1475
2019-03-18,Francia,1485
2019-03-18,Alemania,1346
2019-03-18,Grecia,1563
2019-03-18,Hungría,1166
2019-03-18,Irlanda,1359
2019-03-18,Italia,1554
2019-03-18,Letonia,1209
2019-03-18,Lituania,1144
2019-03-18,Luxemburgo,1177
2019-03-18,Países Bajos,1622
2019-03-18,Polonia,1110
2019-03-18,Portugal,1471
2019-03-18,Rumanía,1149
2019-03-18,Eslovaquia,1296
2019-03-18,Eslovenia,1257
2019-03-18,España,1268
2019-03-18,Suecia,1461
2019-03-18,Reino Unido,1406
2019-03-25,Austria,1204
2019-03-25,Bélgica,1395
2019-03-25,Bulgaria,1058
2019-03-25,Croacia,1347
2019-03-25,Chipre,1177
2019-03-25,Dinamarca,1618
2019-03-25,Estonia,1331
2019-03-25,Finlandia,1476
2019-03-25,Francia,1496
2019-03-25,Alemania,1382
2019-03-25,Grecia,1572
2019-03-25,Hungría,1165
2019-03-25,Irlanda,1359
2019-03-25,Italia,1563
2019-03-25,Letonia,1217
2019-03-25,Lituania,1162
2019-03-25,Luxemburgo,1177
2019-03-25,Países Bajos,1633
2019-03-25,Polonia,1133
2019-03-25,Portugal,1486
2019-03-25,Rumanía,1161
2019-03-25,Eslovaquia,1301
2019-03-25,Eslovenia,1270
2019-03-25,España,1278
2019-03-25,Suecia,1510
2019-03-25,Reino Unido,1411
2019-04-01,Austria,1224
2019-04-01,Bélgica,1384
2019-04-01,Bulgaria,1064
2019-04-01,Croacia,1351
2019-04-01,Chipre,1182
2019-04-01,Dinamarca,1618
2019-04-01,Estonia,1313
2019-04-01,Finlandia,1500
2019-04-01,Francia,1525
2019-04-01,Alemania,1407
2019-04-01,Grecia,1590
2019-04-01,Hungría,1177
2019-04-01,Irlanda,1369
2019-04-01,Italia,1574
2019-04-01,Letonia,1237
2019-04-01,Lituania,1182
2019-04-01,Luxemburgo,1219
2019-04-01,Países Bajos,1665
2019-04-01,Polonia,1158
2019-04-01,Portugal,1504
2019-04-01,Rumanía,1169
2019-04-01,Eslovaquia,1322
2019-04-01,Eslovenia,1280
2019-04-01,España,1291
2019-04-01,Suecia,1522
2019-04-01,Reino Unido,1421
2019-04-08,Austria,1244
2019-04-08,Bélgica,1421
2019-04-08,Bulgaria,1065
2019-04-08,Croacia,1369
2019-04-08,Chipre,1191
2019-04-08,Dinamarca,1658
2019-04-08,Estonia,1386
2019-04-08,Finlandia,1537
2019-04-08,Francia,1546
2019-04-08,Alemania,1430
2019-04-08,Grecia,1611
2019-04-08,Hungría,1223
2019-04-08,Irlanda,1389
2019-04-08,Italia,1589
2019-04-08,Letonia,1254
2019-04-08,Lituania,1196
2019-04-08,Luxemburgo,1237
2019-04-08,Países Bajos,1688
2019-04-08,Polonia,1179
2019-04-08,Portugal,1526
2019-04-08,Rumanía,1188
2019-04-08,Eslovaquia,1344
2019-04-08,Eslovenia,1297
2019-04-08,España,1308
2019-04-08,Suecia,1551
2019-04-08,Reino Unido,1424
2019-04-15,Austria,1271
2019-04-15,Bélgica,1419
2019-04-15,Bulgaria,1134
2019-04-15,Croacia,1389
2019-04-15,Chipre,1210
2019-04-15,Dinamarca,1672
2019-04-15,Estonia,1415
2019-04-15,Finlandia,1560
2019-04-15,Francia,1565
2019-04-15,Alemania,1461
2019-04-15,Grecia,1630
2019-04-15,Hungría,1237
2019-04-15,Irlanda,1399
2019-04-15,Italia,1605
2019-04-15,Letonia,1282
2019-04-15,Lituania,1223
2019-04-15,Luxemburgo,1260
2019-04-15,Países Bajos,1714
2019-04-15,Polonia,1209
2019-04-15,Portugal,1546
2019-04-15,Rumanía,1201
2019-04-15,Eslovaquia,1369
2019-04-15,Eslovenia,1309
2019-04-15,España,1330
2019-04-15,Suecia,1569
2019-04-15,Reino Unido,1437
2019-04-29,Austria,1292
2019-04-29,Bélgica,1479
2019-04-29,Bulgaria,1098
2019-04-29,Croacia,1406
2019-04-29,Chipre,1231
2019-04-29,Dinamarca,1699
2019-04-29,Estonia,1425
2019-04-29,Finlandia,1592
2019-04-29,Francia,1580
2019-04-29,Alemania,1495
2019-04-29,Grecia,1648
2019-04-29,Hungría,1244
2019-04-29,Irlanda,1431
2019-04-29,Italia,1626
2019-04-29,Letonia,1305
2019-04-29,Lituania,1241
2019-04-29,Luxemburgo,1285
2019-04-29,Países Bajos,1727
2019-04-29,Polonia,1212
2019-04-29,Portugal,1564
2019-04-29,Rumanía,1217
2019-04-29,Eslovaquia,1389
2019-04-29,Eslovenia,1336
2019-04-29,España,1354
2019-04-29,Suecia,1572
2019-04-29,Reino Unido,1464
2019-05-06,Austria,1288
2019-05-06,Bélgica,1558
2019-05-06,Bulgaria,1111
2019-05-06,Croacia,1422
2019-05-06,Chipre,1238
2019-05-06,Dinamarca,1685
2019-05-06,Estonia,1425
2019-05-06,Finlandia,1590
2019-05-06,Francia,1580
2019-05-06,Alemania,1509
2019-05-06,Grecia,1651
2019-05-06,Hungría,1258
2019-05-06,Irlanda,1442
2019-05-06,Italia,1628
2019-05-06,Letonia,1313
2019-05-06,Lituania,1252
2019-05-06,Luxemburgo,1285
2019-05-06,Países Bajos,1722
2019-05-06,Polonia,1217
2019-05-06,Portugal,1573
2019-05-06,Rumanía,1223
2019-05-06,Eslovaquia,1411
2019-05-06,Eslovenia,1356
2019-05-06,España,1358
2019-05-06,Suecia,1560
2019-05-06,Reino Unido,1492
2019-05-13,Austria,1296
2019-05-13,Bélgica,1477
2019-05-13,Bulgaria,1123
2019-05-13,Croacia,1409
2019-05-13,Chipre,1255
2019-05-13,Dinamarca,1671
2019-05-13,Estonia,1385
2019-05-13,Finlandia,1585
2019-05-13,Francia,1581
2019-05-13,Alemania,1508
2019-05-13,Grecia,1645
2019-05-13,Hungría,1249
2019-05-13,Irlanda,1439
2019-05-13,Italia,1626
2019-05-13,Letonia,1322
