week,pais,valor
2020-01-27,Francia,1534
2020-01-27,Alemania,1393
2020-01-27,Grecia,1617
2020-01-27,Hungría,1169
2020-01-27,Irlanda,1457
2020-01-27,Italia,1587
2020-01-27,Letonia,1335
2020-01-27,Lituania,1245
2020-01-27,Luxemburgo,1239
2020-01-27,Países Bajos,1684
2020-01-27,Polonia,1155
2020-01-27,Portugal,1522
2020-01-27,Rumanía,1085
2020-01-27,Eslovaquia,1326
2020-01-27,Eslovenia,1300
2020-01-27,España,1317
2020-01-27,Suecia,1491
2020-02-03,Austria,1212
2020-02-03,Bélgica,1354
2020-02-03,Bulgaria,1107
2020-02-03,Croacia,1342
2020-02-03,Chipre,1205
2020-02-03,Dinamarca,1588
2020-02-03,Estonia,1345
2020-02-03,Finlandia,1535
2020-02-03,Francia,1516
2020-02-03,Alemania,1397
2020-02-03,Grecia,1605
2020-02-03,Hungría,1145
2020-02-03,Irlanda,1455
2020-02-03,Italia,1570
2020-02-03,Letonia,1330
2020-02-03,Lituania,1233
2020-02-03,Luxemburgo,1203
2020-02-03,Países Bajos,1669
2020-02-03,Polonia,1145
2020-02-03,Portugal,1510
2020-02-03,Rumanía,1075
2020-02-03,Eslovaquia,1313
2020-02-03,Eslovenia,1295
2020-02-03,España,1307
2020-02-03,Suecia,1460
2020-02-10,Austria,1201
2020-02-10,Bélgica,1390
2020-02-10,Bulgaria,1107
2020-02-10,Croacia,1319
2020-02-10,Chipre,1206
2020-02-10,Dinamarca,1561
2020-02-10,Estonia,1318
2020-02-10,Finlandia,1517
2020-02-10,Francia,1498
2020-02-10,Alemania,1396
2020-02-10,Grecia,1596
2020-02-10,Hungría,1135
2020-02-10,Irlanda,1450
2020-02-10,Italia,1554
2020-02-10,Letonia,1301
2020-02-10,Lituania,1222
2020-02-10,Luxemburgo,1203
2020-02-10,Países Bajos,1662
2020-02-10,Polonia,1149
2020-02-10,Portugal,1497
2020-02-10,Rumanía,1071
2020-02-10,Eslovaquia,1291
2020-02-10,Eslovenia,1289
2020-02-10,España,1298
2020-02-10,Suecia,1456
2020-02-17,Austria,1196
2020-02-17,Bélgica,1363
2020-02-17,Bulgaria,1105
2020-02-17,Croacia,1309
2020-02-17,Chipre,1204
2020-02-17,Dinamarca,1575
2020-02-17,Estonia,1386
2020-02-17,Finlandia,1597
2020-02-17,Francia,1494
2020-02-17,Alemania,1402
2020-02-17,Grecia,1592
2020-02-17,Hungría,1135
2020-02-17,Irlanda,1438
2020-02-17,Italia,1547
2020-02-17,Letonia,1250
2020-02-17,Lituania,1216
2020-02-17,Luxemburgo,1203
2020-02-17,Países Bajos,1660
2020-02-17,Polonia,1148
2020-02-17,Portugal,1500
2020-02-17,Rumanía,1062
2020-02-17,Eslovaquia,1288
2020-02-17,Eslovenia,1274
2020-02-17,España,1296
2020-02-17,Suecia,1468
2020-02-24,Austria,1211
2020-02-24,Bélgica,1375
2020-02-24,Bulgaria,1102
2020-02-24,Croacia,1314
2020-02-24,Chipre,1201
2020-02-24,Dinamarca,1602
2020-02-24,Estonia,1385
2020-02-24,Finlandia,1599
2020-02-24,Francia,1488
2020-02-24,Alemania,1413
2020-02-24,Grecia,1596
2020-02-24,Hungría,1139
2020-02-24,Irlanda,1431
2020-02-24,Italia,1545
2020-02-24,Letonia,1266
2020-02-24,Lituania,1217
2020-02-24,Luxemburgo,1225
2020-02-24,Países Bajos,1682
2020-02-24,Polonia,1131
2020-02-24,Portugal,1508
2020-02-24,Rumanía,1064
2020-02-24,Eslovaquia,1286
2020-02-24,Eslovenia,1257
2020-02-24,España,1299
2020-02-24,Suecia,1492
2020-03-02,Austria,1184
2020-03-02,Bélgica,1377
2020-03-02,Bulgaria,1099
2020-03-02,Croacia,1327
2020-03-02,Chipre,1200
2020-03-02,Dinamarca,1548
2020-03-02,Estonia,1363
2020-03-02,Finlandia,1502
2020-03-02,Francia,1488
2020-03-02,Alemania,1373
2020-03-02,Grecia,1592
2020-03-02,Hungría,1142
2020-03-02,Irlanda,1428
2020-03-02,Italia,1540
2020-03-02,Letonia,1262
2020-03-02,Lituania,1211
2020-03-02,Luxemburgo,1194
2020-03-02,Países Bajos,1651
2020-03-02,Polonia,1116
2020-03-02,Portugal,1497
2020-03-02,Rumanía,1045
2020-03-02,Eslovaquia,1294
2020-03-02,Eslovenia,1261
2020-03-02,España,1293
2020-03-02,Suecia,1457
2020-03-09,Austria,1071
2020-03-09,Bélgica,1210
2020-03-09,Bulgaria,1059
2020-03-09,Croacia,1229
2020-03-09,Chipre,1171
2020-03-09,Dinamarca,1391
2020-03-09,Estonia,1299
2020-03-09,Finlandia,1424
2020-03-09,Francia,1404
2020-03-09,Alemania,1303
2020-03-09,Grecia,1500
2020-03-09,Hungría,1017
2020-03-09,Irlanda,1426
2020-03-09,Italia,1496
2020-03-09,Letonia,1212
2020-03-09,Lituania,1140
2020-03-09,Luxemburgo,1049
2020-03-09,Países Bajos,1551
2020-03-09,Polonia,1046
2020-03-09,Portugal,1397
2020-03-09,Rumanía,981
2020-03-09,Eslovaquia,1240
2020-03-09,Eslovenia,1245
2020-03-09,España,1233
2020-03-09,Suecia,1330
2020-03-16,Austria,1071
2020-03-16,Bélgica,1210
2020-03-16,Bulgaria,1059
2020-03-16,Croacia,1229
2020-03-16,Chipre,1171
2020-03-16,Dinamarca,1391
2020-03-16,Estonia,1299
2020-03-16,Finlandia,1424
2020-03-16,Francia,1404
2020-03-16,Alemania,1303
2020-03-16,Grecia,1500
2020-03-16,Hungría,1017
2020-03-16,Irlanda,1426
2020-03-16,Italia,1496
2020-03-16,Letonia,1212
2020-03-16,Lituania,1140
2020-03-16,Luxemburgo,1049
2020-03-16,Países Bajos,1551
2020-03-16,Polonia,1046
2020-03-16,Portugal,1397
2020-03-16,Rumanía,981
2020-03-16,Eslovaquia,1240
2020-03-16,Eslovenia,1245
2020-03-16,España,1233
2020-03-16,Suecia,1330
2020-03-23,Austria,1085
2020-03-23,Bélgica,1076
2020-03-23,Bulgaria,1013
2020-03-23,Croacia,1171
2020-03-23,Chipre,1061
2020-03-23,Dinamarca,1325
2020-03-23,Estonia,1249
2020-03-23,Finlandia,1462
2020-03-23,Francia,1333
2020-03-23,Alemania,1264
2020-03-23,Grecia,1440
2020-03-23,Hungría,912
2020-03-23,Irlanda,1311
2020-03-23,Italia,1477
2020-03-23,Letonia,1180
2020-03-23,Lituania,1112
2020-03-23,Luxemburgo,925
2020-03-23,Países Bajos,1548
2020-03-23,Polonia,946
2020-03-23,Portugal,1317
2020-03-23,Rumanía,945
2020-03-23,Eslovaquia,1203
2020-03-23,Eslovenia,1206
2020-03-23,España,1176
2020-03-23,Suecia,1168
2020-03-30,Austria,1083
2020-03-30,Bélgica,1058
2020-03-30,Bulgaria,958
2020-03-30,Croacia,1125
2020-03-30,Chipre,1052
2020-03-30,Dinamarca,1312
2020-03-30,Estonia,1248
2020-03-30,Finlandia,1352
2020-03-30,Francia,1304
2020-03-30,Alemania,1245
2020-03-30,Grecia,1407
2020-03-30,Hungría,840
2020-03-30,Irlanda,1272
2020-03-30,Italia,1456
2020-03-30,Letonia,1130
2020-03-30,Lituania,1087
2020-03-30,Luxemburgo,925
2020-03-30,Países Bajos,1502
2020-03-30,Polonia,921
2020-03-30,Portugal,1260
2020-03-30,Rumanía,936
2020-03-30,Eslovaquia,1156
2020-03-30,Eslovenia,1118
2020-03-30,España,1143
2020-03-30,Suecia,1167
2020-04-06,Austria,1086
2020-04-06,Bélgica,1095
2020-04-06,Bulgaria,910
2020-04-06,Croacia,1058
2020-04-06,Chipre,1028
2020-04-06,Dinamarca,1272
2020-04-06,Estonia,1248
2020-04-06,Finlandia,1332
2020-04-06,Francia,1288
2020-04-06,Alemania,1234
2020-04-06,Grecia,1376
2020-04-06,Hungría,804
2020-04-06,Irlanda,1252
2020-04-06,Italia,1436
2020-04-06,Letonia,1046
2020-04-06,Lituania,1080
2020-04-06,Luxemburgo,925
2020-04-06,Países Bajos,1477
2020-04-06,Polonia,901
2020-04-06,Portugal,1260
2020-04-06,Rumanía,933
2020-04-06,Eslovaquia,1136
2020-04-06,Eslovenia,1029
2020-04-06,España,1122
2020-04-06,Suecia,1156
2020-04-20,Austria,1043
2020-04-20,Bélgica,1342
2020-04-20,Bulgaria,880
2020-04-20,Croacia,1048
2020-04-20,Chipre,1003
2020-04-20,Dinamarca,1273
2020-04-20,Estonia,1199
2020-04-20,Finlandia,1291
2020-04-20,Francia,1262
2020-04-20,Alemania,1192
2020-04-20,Grecia,1347
2020-04-20,Hungría,819
2020-04-20,Irlanda,1244
2020-04-20,Italia,1411
2020-04-20,Letonia,986
2020-04-20,Lituania,1057
2020-04-20,Luxemburgo,925
2020-04-20,Países Bajos,1469
2020-04-20,Polonia,885
2020-04-20,Portugal,1258
2020-04-20,Rumanía,923
2020-04-20,Eslovaquia,1105
2020-04-20,Eslovenia,1000
2020-04-20,España,1108
2020-04-20,Suecia,1166
2020-04-27,Austria,1035
2020-04-27,Bélgica,1103
2020-04-27,Bulgaria,868
2020-04-27,Croacia,1052
2020-04-27,Chipre,998
2020-04-27,Dinamarca,1260
2020-04-27,Estonia,1199
2020-04-27,Finlandia,1287
2020-04-27,Francia,1245
2020-04-27,Alemania,1170
2020-04-27,Grecia,1324
2020-04-27,Hungría,824
2020-04-27,Irlanda,1240
2020-04-27,Italia,1391
2020-04-27,Letonia,993
2020-04-27,Lituania,1030
2020-04-27,Luxemburgo,891
2020-04-27,Países Bajos,1458
2020-04-27,Polonia,873
2020-04-27,Portugal,1245
2020-04-27,Rumanía,906
2020-04-27,Eslovaquia,1101
2020-04-27,Eslovenia,1000
2020-04-27,España,1088
2020-04-27,Suecia,1155
2020-05-04,Austria,1022
2020-05-04,Bélgica,1145
2020-05-04,Bulgaria,843
2020-05-04,Croacia,1028
2020-05-04,Chipre,979
2020-05-04,Dinamarca,1286
2020-05-04,Estonia,1147
2020-05-04,Finlandia,1279
2020-05-04,Francia,1229
2020-05-04,Alemania,1169
2020-05-04,Grecia,1311
2020-05-04,Hungría,822
2020-05-04,Irlanda,1230
2020-05-04,Italia,1374
2020-05-04,Letonia,988
2020-05-04,Lituania,999
2020-05-04,Luxemburgo,891
2020-05-04,Países Bajos,1461
2020-05-04,Polonia,856
2020-05-04,Portugal,1237
2020-05-04,Rumanía,875
2020-05-04,Eslovaquia,1080
2020-05-04,Eslovenia,1001
2020-05-04,España,1072
2020-05-04,Suecia,1162
2020-05-11,Austria,1019
2020-05-11,Bélgica,1155
2020-05-11,Bulgaria,822
2020-05-11,Croacia,1044
2020-05-11,Chipre,962
2020-05-11,Dinamarca,1313
2020-05-11,Estonia,1146
2020-05-11,Finlandia,1244
2020-05-11,Francia,1230
2020-05-11,Alemania,1191
2020-05-11,Grecia,1317
2020-05-11,Hungría,870
2020-05-11,Irlanda,1224
2020-05-11,Italia,1362
2020-05-11,Letonia,974
2020-05-11,Lituania,977
2020-05-11,Luxemburgo,980
2020-05-11,Países Bajos,1466
2020-05-11,Polonia,847
2020-05-11,Portugal,1260
2020-05-11,Rumanía,875
2020-05-11,Eslovaquia,1076
2020-05-11,Eslovenia,1001
2020-05-11,España,1074
2020-05-11,Suecia,1204
2020-05-18,Austria,992
2020-05-18,Bélgica,1170
2020-05-18,Bulgaria,817
2020-05-18,Croacia,1086
2020-05-18,Chipre,967
2020-05-18,Dinamarca,1328
2020-05-18,Estonia,1146
2020-05-18,Finlandia,1287
2020-05-18,Francia,1244
2020-05-18,Alemania,1199
2020-05-18,Grecia,1323
2020-05-18,Hungría,907
2020-05-18,Irlanda,1219
2020-05-18,Italia,1356
2020-05-18,Letonia,978
2020-05-18,Lituania,974
2020-05-18,Luxemburgo,980
2020-05-18,Países Bajos,1483
2020-05-18,Polonia,870
2020-05-18,Portugal,1286
2020-05-18,Rumanía,873
2020-05-18,Eslovaquia,1074
2020-05-18,Eslovenia,1001
2020-05-18,España,1078
2020-05-18,Suecia,1207
2020-05-25,Austria,1006
2020-05-25,Bélgica,1190
2020-05-25,Bulgaria,826
2020-05-25,Croacia,1090
2020-05-25,Chipre,960
2020-05-25,Dinamarca,1354
2020-05-25,Estonia,1147
2020-05-25,Finlandia,1263
2020-05-25,Francia,1268
2020-05-25,Alemania,1216
2020-05-25,Grecia,1349
2020-05-25,Hungría,945
2020-05-25,Irlanda,1213
2020-05-25,Italia,1366
2020-05-25,Letonia,1008
2020-05-25,Lituania,986
2020-05-25,Luxemburgo,1009
2020-05-25,Países Bajos,1507
2020-05-25,Polonia,898
2020-05-25,Portugal,1321
2020-05-25,Rumanía,873
2020-05-25,Eslovaquia,1076
2020-05-25,Eslovenia,1001
2020-05-25,España,1089
2020-05-25,Suecia,1252
2020-06-01,Austria,1011
2020-06-01,Bélgica,1216
2020-06-01,Bulgaria,834
2020-06-01,Croacia,1135
2020-06-01,Chipre,960
2020-06-01,Dinamarca,1354
2020-06-01,Estonia,1177
2020-06-01,Finlandia,1303
2020-06-01,Francia,1282
2020-06-01,Alemania,1222
2020-06-01,Grecia,1360
2020-06-01,Hungría,991
2020-06-01,Irlanda,1212
2020-06-01,Italia,1371
2020-06-01,Letonia,1060
2020-06-01,Lituania,995
2020-06-01,Luxemburgo,1009
2020-06-01,Países Bajos,1510
2020-06-01,Polonia,928
2020-06-01,Portugal,1330
2020-06-01,Rumanía,873
2020-06-01,Eslovaquia,1094
2020-06-01,Eslovenia,1001
2020-06-01,España,1094
2020-06-01,Suecia,1281
2020-06-08,Austria,1021
2020-06-08,Bélgica,1227
2020-06-08,Bulgaria,842
2020-06-08,Croacia,1159
2020-06-08,Chipre,1022
2020-06-08,Dinamarca,1394
2020-06-08,Estonia,1194
2020-06-08,Finlandia,1327
2020-06-08,Francia,1312
2020-06-08,Alemania,1265
2020-06-08,Grecia,1388
2020-06-08,Hungría,997
2020-06-08,Irlanda,1220
2020-06-08,Italia,1377
2020-06-08,Letonia,1102
2020-06-08,Lituania,1010
2020-06-08,Luxemburgo,1056
2020-06-08,Países Bajos,1535
2020-06-08,Polonia,937
2020-06-08,Portugal,1349
2020-06-08,Rumanía,894
2020-06-08,Eslovaquia,1114
2020-06-08,Eslovenia,1002
2020-06-08,España,1119
2020-06-08,Suecia,1316
2020-06-15,Austria,1021
2020-06-15,Bélgica,1227
2020-06-15,Bulgaria,842
2020-06-15,Croacia,1159
2020-06-15,Chipre,1022
2020-06-15,Dinamarca,1394
2020-06-15,Estonia,1194
2020-06-15,Finlandia,1327
2020-06-15,Francia,1312
2020-06-15,Alemania,1265
2020-06-15,Grecia,1388
2020-06-15,Hungría,997
2020-06-15,Irlanda,1220
2020-06-15,Italia,1377
2020-06-15,Letonia,1102
2020-06-15,Lituania,1010
2020-06-15,Luxemburgo,1056
2020-06-15,Países Bajos,1535
2020-06-15,Polonia,937
2020-06-15,Portugal,1349
2020-06-15,Rumanía,894
2020-06-15,Eslovaquia,1114
2020-06-15,Eslovenia,1002
2020-06-15,España,1119
2020-06-15,Suecia,1316
2020-06-22,Austria,1035
2020-06-22,Bélgica,1248
2020-06-22,Bulgaria,849
2020-06-22,Croacia,1173
2020-06-22,Chipre,1033
2020-06-22,Dinamarca,1450
2020-06-22,Estonia,1194
2020-06-22,Finlandia,1326
2020-06-22,Francia,1318
2020-06-22,Alemania,1292
2020-06-22,Grecia,1403
2020-06-22,Hungría,1007
2020-06-22,Irlanda,1229
2020-06-22,Italia,1385
2020-06-22,Letonia,1102
2020-06-22,Lituania,1032
2020-06-22,Luxemburgo,1080
2020-06-22,Países Bajos,1560
2020-06-22,Polonia,937
2020-06-22,Portugal,1365
2020-06-22,Rumanía,905
2020-06-22,Eslovaquia,1130
2020-06-22,Eslovenia,1003
2020-06-22,España,1130
2020-06-22,Suecia,1349
2020-06-29,Austria,1048
2020-06-29,Bélgica,1245
2020-06-29,Bulgaria,857
2020-06-29,Croacia,1191
2020-06-29,Chipre,1066
2020-06-29,Dinamarca,1423
2020-06-29,Estonia,1194
2020-06-29,Finlandia,1360
2020-06-29,Francia,1338
2020-06-29,Alemania,1297
2020-06-29,Grecia,1422
2020-06-29,Hungría,1016
2020-06-29,Irlanda,1234
2020-06-29,Italia,1399
2020-06-29,Letonia,1153
2020-06-29,Lituania,1055
2020-06-29,Luxemburgo,1080
2020-06-29,Países Bajos,1565
2020-06-29,Polonia,941
2020-06-29,Portugal,1378
2020-06-29,Rumanía,913
2020-06-29,Eslovaquia,1090
2020-06-29,Eslovenia,1003
2020-06-29,España,1145
2020-06-29,Suecia,1349
2020-07-06,Austria,1046
2020-07-06,Bélgica,1281
2020-07-06,Bulgaria,864
2020-07-06,Croacia,1206
2020-07-06,Chipre,1064
2020-07-06,Dinamarca,1450
2020-07-06,Estonia,1194
2020-07-06,Finlandia,1357
2020-07-06,Francia,1329
2020-07-06,Alemania,1289
2020-07-06,Grecia,1425
2020-07-06,Hungría,1041
2020-07-06,Irlanda,1236
2020-07-06,Italia,1400
2020-07-06,Letonia,1126
2020-07-06,Lituania,1068
2020-07-06,Luxemburgo,1086
2020-07-06,Países Bajos,1565
2020-07-06,Polonia,945
2020-07-06,Portugal,1385
2020-07-06,Rumanía,920
2020-07-06,Eslovaquia,1165
2020-07-06,Eslovenia,1003
2020-07-06,España,1151
2020-07-06,Suecia,1366
2020-07-13,Austria,1056
2020-07-13,Bélgica,1306
2020-07-13,Bulgaria,873
2020-07-13,Croacia,1208
2020-07-13,Chipre,1064
2020-07-13,Dinamarca,1465
2020-07-13,Estonia,1235
2020-07-13,Finlandia,1378
2020-07-13,Francia,1344
2020-07-13,Alemania,1300
2020-07-13,Grecia,1429
2020-07-13,Hungría,1047
2020-07-13,Irlanda,1238
2020-07-13,Italia,1403
2020-07-13,Letonia,1133
2020-07-13,Lituania,1082
2020-07-13,Luxemburgo,1086
2020-07-13,Países Bajos,1569
2020-07-13,Polonia,954
2020-07-13,Portugal,1401
2020-07-13,Rumanía,928
2020-07-13,Eslovaquia,1174
2020-07-13,Eslovenia,1003
2020-07-13,España,1160
2020-07-13,Suecia,1384
2020-07-20,Austria,1059
2020-07-20,Bélgica,1266
2020-07-20,Bulgaria,878
2020-07-20,Croacia,1219
2020-07-20,Chipre,1078
2020-07-20,Dinamarca,1437
2020-07-20,Estonia,1255
2020-07-20,Finlandia,1390
2020-07-20,Francia,1348
2020-07-20,Alemania,1290
2020-07-20,Grecia,1430
2020-07-20,Hungría,1060
2020-07-20,Irlanda,1257
2020-07-20,Italia,1404
2020-07-20,Letonia,1149
2020-07-20,Lituania,1091
2020-07-20,Luxemburgo,1086
2020-07-20,Países Bajos,1557
2020-07-20,Polonia,970
2020-07-20,Portugal,1400
2020-07-20,Rumanía,935
2020-07-20,Eslovaquia,1175
2020-07-20,Eslovenia,1002
2020-07-20,España,1164
2020-07-20,Suecia,1376
2020-07-27,Austria,1061
2020-07-27,Bélgica,1296
2020-07-27,Bulgaria,883
2020-07-27,Croacia,1216
2020-07-27,Chipre,1074
2020-07-27,Dinamarca,1452
2020-07-27,Estonia,1251
2020-07-27,Finlandia,1398
2020-07-27,Francia,1345
2020-07-27,Alemania,1300
2020-07-27,Grecia,1431
2020-07-27,Hungría,1074
2020-07-27,Irlanda,1255
2020-07-27,Italia,1403
2020-07-27,Letonia,1152
2020-07-27,Lituania,1094
2020-07-27,Luxemburgo,1086
2020-07-27,Países Bajos,1561
2020-07-27,Polonia,988
2020-07-27,Portugal,1395
2020-07-27,Rumanía,941
2020-07-27,Eslovaquia,1174
2020-07-27,Eslovenia,1004
2020-07-27,España,1164
2020-07-27,Suecia,1382
2020-08-03,Austria,1059
2020-08-03,Bélgica,1311
2020-08-03,Bulgaria,883
2020-08-03,Croacia,1221
2020-08-03,Chipre,1074
2020-08-03,Dinamarca,1424
2020-08-03,Estonia,1253
2020-08-03,Finlandia,1422
2020-08-03,Francia,1327
2020-08-03,Alemania,1283
2020-08-03,Grecia,1428
2020-08-03,Hungría,1061
2020-08-03,Irlanda,1257
2020-08-03,Italia,1401
2020-08-03,Letonia,1107
2020-08-03,Lituania,1086
2020-08-03,Luxemburgo,1086
2020-08-03,Países Bajos,1550
2020-08-03,Polonia,994
2020-08-03,Portugal,1391
2020-08-03,Rumanía,927
2020-08-03,Eslovaquia,1160
2020-08-03,Eslovenia,1004
2020-08-03,España,1162
2020-08-03,Suecia,1359
2020-08-10,Austria,1058
2020-08-10,Bélgica,1303
2020-08-10,Bulgaria,891
2020-08-10,Croacia,1206
2020-08-10,Chipre,1073
2020-08-10,Dinamarca,1451
2020-08-10,Estonia,1253
2020-08-10,Finlandia,1439
2020-08-10,Francia,1328
2020-08-10,Alemania,1283
2020-08-10,Grecia,1427
2020-08-10,Hungría,1051
2020-08-10,Irlanda,1259
2020-08-10,Italia,1397
2020-08-10,Letonia,1128
2020-08-10,Lituania,1088
2020-08-10,Luxemburgo,1069
2020-08-10,Países Bajos,1558
2020-08-10,Polonia,998
2020-08-10,Portugal,1390
2020-08-10,Rumanía,933
2020-08-10,Eslovaquia,1156
2020-08-10,Eslovenia,1006
2020-08-10,España,1159
2020-08-10,Suecia,1372
2020-08-17,Austria,1062
2020-08-17,Bélgica,1308
2020-08-17,Bulgaria,893
2020-08-17,Croacia,1206
2020-08-17,Chipre,1072
2020-08-17,Dinamarca,1470
2020-08-17,Estonia,1253
2020-08-17,Finlandia,1429
2020-08-17,Francia,1331
2020-08-17,Alemania,1287
2020-08-17,Grecia,1430
2020-08-17,Hungría,1067
2020-08-17,Irlanda,1268
2020-08-17,Italia,1398
2020-08-17,Letonia,1122
2020-08-17,Lituania,1086
2020-08-17,Luxemburgo,1069
2020-08-17,Países Bajos,1572
2020-08-17,Polonia,1012
2020-08-17,Portugal,1391
2020-08-17,Rumanía,933
2020-08-17,Eslovaquia,1157
2020-08-17,Eslovenia,1007
2020-08-17,España,1163
2020-08-17,Suecia,1372
2020-08-24,Austria,1061
2020-08-24,Bélgica,1312
2020-08-24,Bulgaria,893
2020-08-24,Croacia,1219
2020-08-24,Chipre,1073
2020-08-24,Dinamarca,1484
2020-08-24,Estonia,1253
2020-08-24,Finlandia,1438
2020-08-24,Francia,1335
2020-08-24,Alemania,1289
2020-08-24,Grecia,1431
2020-08-24,Hungría,1061
2020-08-24,Irlanda,1261
2020-08-24,Italia,1399
2020-08-24,Letonia,1136
2020-08-24,Lituania,1085
2020-08-24,Luxemburgo,1093
2020-08-24,Países Bajos,1569
2020-08-24,Polonia,1015
2020-08-24,Portugal,1394
2020-08-24,Rumanía,915
2020-08-24,Eslovaquia,1157
2020-08-24,Eslovenia,1006
2020-08-24,España,1166
2020-08-24,Suecia,1366
2020-08-31,Austria,1074
2020-08-31,Bélgica,1320
2020-08-31,Bulgaria,893
2020-08-31,Croacia,1223
2020-08-31,Chipre,1071
2020-08-31,Dinamarca,1484
2020-08-31,Estonia,1253
2020-08-31,Finlandia,1442
2020-08-31,Francia,1332
2020-08-31,Alemania,1297
2020-08-31,Grecia,1433
2020-08-31,Hungría,1068
2020-08-31,Irlanda,1259
2020-08-31,Italia,1400
2020-08-31,Letonia,1148
2020-08-31,Lituania,1095
2020-08-31,Luxemburgo,1106
2020-08-31,Países Bajos,1577
2020-08-31,Polonia,1018
2020-08-31,Portugal,1399
2020-08-31,Rumanía,921
2020-08-31,Eslovaquia,1156
2020-08-31,Eslovenia,1005
2020-08-31,España,1171
2020-08-31,Suecia,1374
2020-09-07,Austria,1070
2020-09-07,Bélgica,1348
2020-09-07,Bulgaria,896
2020-09-07,Croacia,1232
2020-09-07,Chipre,1071
2020-09-07,Dinamarca,1471
2020-09-07,Estonia,1253
2020-09-07,Finlandia,1442
2020-09-07,Francia,1332
2020-09-07,Alemania,1290
2020-09-07,Grecia,1432
2020-09-07,Hungría,1038
2020-09-07,Irlanda,1252
2020-09-07,Italia,1398
2020-09-07,Letonia,1145
2020-09-07,Lituania,1091
2020-09-07,Luxemburgo,1106
2020-09-07,Países Bajos,1572
2020-09-07,Polonia,1011
2020-09-07,Portugal,1400
2020-09-07,Rumanía,918
2020-09-07,Eslovaquia,1156
2020-09-07,Eslovenia,1003
2020-09-07,España,1169
2020-09-07,Suecia,1366
2020-09-14,Austria,1066
2020-09-14,Bélgica,1323
2020-09-14,Bulgaria,895
2020-09-14,Croacia,1218
2020-09-14,Chipre,1084
2020-09-14,Dinamarca,1471
2020-09-14,Estonia,1253
2020-09-14,Finlandia,1431
2020-09-14,Francia,1333
2020-09-14,Alemania,1283
2020-09-14,Grecia,1427
2020-09-14,Hungría,1044
2020-09-14,Irlanda,1253
2020-09-14,Italia,1392
2020-09-14,Letonia,1141
2020-09-14,Lituania,1086
2020-09-14,Luxemburgo,1091
2020-09-14,Países Bajos,1558
2020-09-14,Polonia,1007
2020-09-14,Portugal,1388
2020-09-14,Rumanía,912
2020-09-14,Eslovaquia,1147
2020-09-14,Eslovenia,1003
2020-09-14,España,1162
2020-09-14,Suecia,1343
2020-09-21,Austria,1065
2020-09-21,Bélgica,1288
2020-09-21,Bulgaria,893
2020-09-21,Croacia,1210
2020-09-21,Chipre,1083
2020-09-21,Dinamarca,1498
2020-09-21,Estonia,1253
2020-09-21,Finlandia,1426
2020-09-21,Francia,1326
2020-09-21,Alemania,1289
2020-09-21,Grecia,1423
2020-09-21,Hungría,1022
2020-09-21,Irlanda,1251
2020-09-21,Italia,1388
2020-09-21,Letonia,1135
2020-09-21,Lituania,1083
2020-09-21,Luxemburgo,1112
2020-09-21,Países Bajos,1568
2020-09-21,Polonia,1000
2020-09-21,Portugal,1384
2020-09-21,Rumanía,910
2020-09-21,Eslovaquia,1145
2020-09-21,Eslovenia,1002
2020-09-21,España,1162
2020-09-21,Suecia,1369
2020-09-28,Austria,1063
2020-09-28,Bélgica,1316
2020-09-28,Bulgaria,892
2020-09-28,Croacia,1220
2020-09-28,Chipre,1079
2020-09-28,Dinamarca,1470
2020-09-28,Estonia,1253
2020-09-28,Finlandia,1435
2020-09-28,Francia,1328
2020-09-28,Alemania,1284
2020-09-28,Grecia,1423
2020-09-28,Hungría,1027
2020-09-28,Irlanda,1247
2020-09-28,Italia,1389
2020-09-28,Letonia,1128
2020-09-28,Lituania,1080
2020-09-28,Luxemburgo,1099
2020-09-28,Países Bajos,1561
2020-09-28,Polonia,985
2020-09-28,Portugal,1382
2020-09-28,Rumanía,908
2020-09-28,Eslovaquia,1145
2020-09-28,Eslovenia,1003
2020-09-28,España,1162
2020-09-28,Suecia,1344
2020-10-05,Austria,1066
2020-10-05,Bélgica,1296
2020-10-05,Bulgaria,893
2020-10-05,Croacia,1211
2020-10-05,Chipre,1076
2020-10-05,Dinamarca,1471
2020-10-05,Estonia,1229
2020-10-05,Finlandia,1427
2020-10-05,Francia,1330
2020-10-05,Alemania,1289
2020-10-05,Grecia,1424
2020-10-05,Hungría,1045
2020-10-05,Irlanda,1239
2020-10-05,Italia,1388
2020-10-05,Letonia,1120
2020-10-05,Lituania,1074
2020-10-05,Luxemburgo,1099
2020-10-05,Países Bajos,1566
2020-10-05,Polonia,994
2020-10-05,Portugal,1383
2020-10-05,Rumanía,913
2020-10-05,Eslovaquia,1164
2020-10-05,Eslovenia,1001
2020-10-05,España,1162
2020-10-05,Suecia,1355
2020-10-12,Austria,1065
2020-10-12,Bélgica,1290
2020-10-12,Bulgaria,896
2020-10-12,Croacia,1207
2020-10-12,Chipre,1075
2020-10-12,Dinamarca,1484
2020-10-12,Estonia,1229
2020-10-12,Finlandia,1435
2020-10-12,Francia,1336
2020-10-12,Alemania,1293
2020-10-12,Grecia,1423
2020-10-12,Hungría,1048
2020-10-12,Irlanda,1238
2020-10-12,Italia,1388
2020-10-12,Letonia,1119
2020-10-12,Lituania,1078
2020-10-12,Luxemburgo,1099
2020-10-12,Países Bajos,1574
2020-10-12,Polonia,990
